Término1,Término2,Co-ocurrencias
Pair programming,Coding Attitudes Survey - ESCAS,1
Pair programming,Elementary Student Coding Attitudes Survey - ESCAS,1
Pair programming,STEM learning attitude scale,1
Pair programming,Secondary school - Secondary education,1
Pair programming,STEM,1
Pair programming,Technology-enhanced learning,1
Pair programming,Py– Learn,1
STEM,Coding,1
STEM,Programming,1
STEM,Parallelism,1
STEM,Sequences,1
STEM,Engagement,1
STEM,Motivation,1
STEM,Coding Attitudes Survey - ESCAS,1
STEM,Elementary Student Coding Attitudes Survey - ESCAS,1
STEM,STEM learning attitude scale,1
STEM,Secondary school - Secondary education,2
STEM,Pair programming,1
STEM,Technology-enhanced learning,1
STEM,Py– Learn,1
STEM,Directions,1
STEM,Modular structure,1
STEM,Computational concepts,1
STEM,Quasi-experiments,1
STEM,Design-based learning,1
STEM,Universal design for learning,1
STEM,Arduino,1
STEM,Agent Sheets,1
Technology-enhanced learning,Coding,1
Technology-enhanced learning,Programming,1
Technology-enhanced learning,Parallelism,1
Technology-enhanced learning,Sequences,1
Technology-enhanced learning,Engagement,1
Technology-enhanced learning,Motivation,1
Technology-enhanced learning,Coding Attitudes Survey - ESCAS,1
Technology-enhanced learning,Elementary Student Coding Attitudes Survey - ESCAS,1
Technology-enhanced learning,STEM learning attitude scale,1
Technology-enhanced learning,Secondary school - Secondary education,1
Technology-enhanced learning,Pair programming,1
Technology-enhanced learning,STEM,1
Technology-enhanced learning,Py– Learn,1
Py– Learn,Coding,1
Py– Learn,Programming,1
Py– Learn,Parallelism,1
Py– Learn,Sequences,1
Py– Learn,Engagement,1
Py– Learn,Motivation,1
Py– Learn,Coding Attitudes Survey - ESCAS,1
Py– Learn,Elementary Student Coding Attitudes Survey - ESCAS,1
Py– Learn,STEM learning attitude scale,1
Py– Learn,Secondary school - Secondary education,1
Py– Learn,Pair programming,1
Py– Learn,STEM,1
Py– Learn,Technology-enhanced learning,1
Debug,Decomposition,1
Debug,Modularity,1
Debug,Multidimensional 21st Century Skills Scale,1
Debug,Experimental,1
Debug,high school - higher education,1
Debug,Flipped classroom,1
Debug,Personalized learning,1
Debug,Problem-based learning,1
Debug,Project-based learning,1
Debug,Alice,1
Debug,SpaceChem,1
Decomposition,Debug,1
Decomposition,Modularity,1
Decomposition,Multidimensional 21st Century Skills Scale,1
Decomposition,Experimental,1
Decomposition,high school - higher education,1
Decomposition,Flipped classroom,1
Decomposition,Personalized learning,1
Decomposition,Problem-based learning,1
Decomposition,Project-based learning,1
Decomposition,Alice,1
Decomposition,SpaceChem,1
Modularity,Debug,1
Modularity,Decomposition,1
Modularity,Multidimensional 21st Century Skills Scale,1
Modularity,Experimental,1
Modularity,high school - higher education,1
Modularity,Flipped classroom,1
Modularity,Personalized learning,1
Modularity,Problem-based learning,1
Modularity,Project-based learning,1
Modularity,Alice,1
Modularity,SpaceChem,1
Multidimensional 21st Century Skills Scale,Debug,1
Multidimensional 21st Century Skills Scale,Decomposition,1
Multidimensional 21st Century Skills Scale,Modularity,1
Multidimensional 21st Century Skills Scale,Experimental,1
Multidimensional 21st Century Skills Scale,high school - higher education,1
Multidimensional 21st Century Skills Scale,Flipped classroom,1
Multidimensional 21st Century Skills Scale,Personalized learning,1
Multidimensional 21st Century Skills Scale,Problem-based learning,1
Multidimensional 21st Century Skills Scale,Project-based learning,1
Multidimensional 21st Century Skills Scale,Alice,1
Multidimensional 21st Century Skills Scale,SpaceChem,1
high school - higher education,Debug,1
high school - higher education,Decomposition,1
high school - higher education,Modularity,1
high school - higher education,Multidimensional 21st Century Skills Scale,1
high school - higher education,Experimental,1
high school - higher education,Flipped classroom,1
high school - higher education,Personalized learning,1
high school - higher education,Problem-based learning,1
high school - higher education,Project-based learning,1
high school - higher education,Alice,1
high school - higher education,SpaceChem,1
high school - higher education,Coding,1
high school - higher education,Software/hardware,1
high school - higher education,Perceptions,1
high school - higher education,Computational thinking-skill tasks on numbers and arithmetic,1
high school - higher education,KBIT fluid intelligence subtest,1
high school - higher education,Mixed methods,1
high school - higher education,Hello Ruby,1
high school - higher education,CUBETTO,1
Flipped classroom,Debug,1
Flipped classroom,Decomposition,1
Flipped classroom,Modularity,1
Flipped classroom,Multidimensional 21st Century Skills Scale,1
Flipped classroom,Experimental,1
Flipped classroom,high school - higher education,1
Flipped classroom,Personalized learning,1
Flipped classroom,Problem-based learning,1
Flipped classroom,Project-based learning,1
Flipped classroom,Alice,1
Flipped classroom,SpaceChem,1
Personalized learning,Debug,1
Personalized learning,Decomposition,1
Personalized learning,Modularity,1
Personalized learning,Multidimensional 21st Century Skills Scale,1
Personalized learning,Experimental,1
Personalized learning,high school - higher education,1
Personalized learning,Flipped classroom,1
Personalized learning,Problem-based learning,1
Personalized learning,Project-based learning,1
Personalized learning,Alice,1
Personalized learning,SpaceChem,1
Problem-based learning,Debug,1
Problem-based learning,Decomposition,1
Problem-based learning,Modularity,1
Problem-based learning,Multidimensional 21st Century Skills Scale,1
Problem-based learning,Experimental,1
Problem-based learning,high school - higher education,1
Problem-based learning,Flipped classroom,1
Problem-based learning,Personalized learning,1
Problem-based learning,Project-based learning,1
Problem-based learning,Alice,1
Problem-based learning,SpaceChem,1
Project-based learning,Debug,1
Project-based learning,Decomposition,1
Project-based learning,Modularity,1
Project-based learning,Multidimensional 21st Century Skills Scale,1
Project-based learning,Experimental,1
Project-based learning,high school - higher education,1
Project-based learning,Flipped classroom,1
Project-based learning,Personalized learning,1
Project-based learning,Problem-based learning,1
Project-based learning,Alice,1
Project-based learning,SpaceChem,1
Alice,Debug,1
Alice,Decomposition,1
Alice,Modularity,1
Alice,Multidimensional 21st Century Skills Scale,1
Alice,Experimental,1
Alice,high school - higher education,1
Alice,Flipped classroom,1
Alice,Personalized learning,1
Alice,Problem-based learning,1
Alice,Project-based learning,1
Alice,SpaceChem,1
SpaceChem,Debug,1
SpaceChem,Decomposition,1
SpaceChem,Modularity,1
SpaceChem,Multidimensional 21st Century Skills Scale,1
SpaceChem,Experimental,1
SpaceChem,high school - higher education,1
SpaceChem,Flipped classroom,1
SpaceChem,Personalized learning,1
SpaceChem,Problem-based learning,1
SpaceChem,Project-based learning,1
SpaceChem,Alice,1
Evaluation,Logic,1
Evaluation,Classical Test Theory - CTT,1
Evaluation,Computational Thinking Test,1
Evaluation,Computational Thinking Test for Lower Primary - CTtLP,1
Evaluation,Unplugged activities,1
Evaluation,Reverse engineering pedagogy,1
Evaluation,Collaborative learning,1
Evaluation,Robot Turtles,1
Evaluation,BEE BOT,1
Logic,Evaluation,1
Logic,Classical Test Theory - CTT,1
Logic,Computational Thinking Test,1
Logic,Computational Thinking Test for Lower Primary - CTtLP,1
Logic,Unplugged activities,1
Logic,Reverse engineering pedagogy,1
Logic,Collaborative learning,1
Logic,Robot Turtles,1
Logic,BEE BOT,1
Classical Test Theory - CTT,Evaluation,1
Classical Test Theory - CTT,Logic,1
Classical Test Theory - CTT,Computational Thinking Test,1
Classical Test Theory - CTT,Computational Thinking Test for Lower Primary - CTtLP,1
Classical Test Theory - CTT,Unplugged activities,1
Classical Test Theory - CTT,Reverse engineering pedagogy,1
Classical Test Theory - CTT,Collaborative learning,1
Classical Test Theory - CTT,Robot Turtles,1
Classical Test Theory - CTT,BEE BOT,1
Computational Thinking Test for Lower Primary - CTtLP,Evaluation,1
Computational Thinking Test for Lower Primary - CTtLP,Logic,1
Computational Thinking Test for Lower Primary - CTtLP,Classical Test Theory - CTT,1
Computational Thinking Test for Lower Primary - CTtLP,Computational Thinking Test,1
Computational Thinking Test for Lower Primary - CTtLP,Unplugged activities,1
Computational Thinking Test for Lower Primary - CTtLP,Reverse engineering pedagogy,1
Computational Thinking Test for Lower Primary - CTtLP,Collaborative learning,1
Computational Thinking Test for Lower Primary - CTtLP,Robot Turtles,1
Computational Thinking Test for Lower Primary - CTtLP,BEE BOT,1
Reverse engineering pedagogy,Evaluation,1
Reverse engineering pedagogy,Logic,1
Reverse engineering pedagogy,Classical Test Theory - CTT,1
Reverse engineering pedagogy,Computational Thinking Test,1
Reverse engineering pedagogy,Computational Thinking Test for Lower Primary - CTtLP,1
Reverse engineering pedagogy,Unplugged activities,1
Reverse engineering pedagogy,Collaborative learning,1
Reverse engineering pedagogy,Robot Turtles,1
Reverse engineering pedagogy,BEE BOT,1
Collaborative learning,Evaluation,1
Collaborative learning,Logic,1
Collaborative learning,Classical Test Theory - CTT,1
Collaborative learning,Computational Thinking Test,1
Collaborative learning,Computational Thinking Test for Lower Primary - CTtLP,1
Collaborative learning,Unplugged activities,1
Collaborative learning,Reverse engineering pedagogy,1
Collaborative learning,Robot Turtles,1
Collaborative learning,BEE BOT,1
Robot Turtles,Evaluation,1
Robot Turtles,Logic,1
Robot Turtles,Classical Test Theory - CTT,1
Robot Turtles,Computational Thinking Test,1
Robot Turtles,Computational Thinking Test for Lower Primary - CTtLP,1
Robot Turtles,Unplugged activities,1
Robot Turtles,Reverse engineering pedagogy,1
Robot Turtles,Collaborative learning,1
Robot Turtles,BEE BOT,1
BEE BOT,Evaluation,1
BEE BOT,Logic,1
BEE BOT,Classical Test Theory - CTT,1
BEE BOT,Computational Thinking Test,1
BEE BOT,Computational Thinking Test for Lower Primary - CTtLP,1
BEE BOT,Unplugged activities,1
BEE BOT,Reverse engineering pedagogy,1
BEE BOT,Collaborative learning,1
BEE BOT,Robot Turtles,1
Algorithm,Generalization,1
Algorithm,Programming,1
Algorithm,Emotional,1
Algorithm,Self-perceived,1
Algorithm,Structural Equation Model - SEM,1
Algorithm,Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,1
Algorithm,Computerized Adaptive Programming Concepts Test - CAPCT,1
Algorithm,University – College,1
Algorithm,Blockly Games,1
Algorithm,LightbotJr,1
Generalization,Algorithm,1
Generalization,Programming,1
Generalization,Emotional,1
Generalization,Self-perceived,1
Generalization,Structural Equation Model - SEM,1
Generalization,Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,1
Generalization,Computerized Adaptive Programming Concepts Test - CAPCT,1
Generalization,University – College,1
Generalization,Blockly Games,1
Generalization,LightbotJr,1
Emotional,Algorithm,1
Emotional,Generalization,1
Emotional,Programming,1
Emotional,Self-perceived,1
Emotional,Structural Equation Model - SEM,1
Emotional,Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,1
Emotional,Computerized Adaptive Programming Concepts Test - CAPCT,1
Emotional,University – College,1
Emotional,Blockly Games,1
Emotional,LightbotJr,1
Self-perceived,Algorithm,1
Self-perceived,Generalization,1
Self-perceived,Programming,1
Self-perceived,Emotional,1
Self-perceived,Structural Equation Model - SEM,1
Self-perceived,Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,1
Self-perceived,Computerized Adaptive Programming Concepts Test - CAPCT,1
Self-perceived,University – College,1
Self-perceived,Blockly Games,1
Self-perceived,LightbotJr,1
Structural Equation Model - SEM,Algorithm,1
Structural Equation Model - SEM,Generalization,1
Structural Equation Model - SEM,Programming,1
Structural Equation Model - SEM,Emotional,1
Structural Equation Model - SEM,Self-perceived,1
Structural Equation Model - SEM,Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,1
Structural Equation Model - SEM,Computerized Adaptive Programming Concepts Test - CAPCT,1
Structural Equation Model - SEM,University – College,1
Structural Equation Model - SEM,Blockly Games,1
Structural Equation Model - SEM,LightbotJr,1
Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,Algorithm,1
Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,Generalization,1
Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,Programming,1
Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,Emotional,1
Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,Self-perceived,1
Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,Structural Equation Model - SEM,1
Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,Computerized Adaptive Programming Concepts Test - CAPCT,1
Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,University – College,1
Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,Blockly Games,1
Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,LightbotJr,1
Computerized Adaptive Programming Concepts Test - CAPCT,Algorithm,1
Computerized Adaptive Programming Concepts Test - CAPCT,Generalization,1
Computerized Adaptive Programming Concepts Test - CAPCT,Programming,1
Computerized Adaptive Programming Concepts Test - CAPCT,Emotional,1
Computerized Adaptive Programming Concepts Test - CAPCT,Self-perceived,1
Computerized Adaptive Programming Concepts Test - CAPCT,Structural Equation Model - SEM,1
Computerized Adaptive Programming Concepts Test - CAPCT,Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,1
Computerized Adaptive Programming Concepts Test - CAPCT,University – College,1
Computerized Adaptive Programming Concepts Test - CAPCT,Blockly Games,1
Computerized Adaptive Programming Concepts Test - CAPCT,LightbotJr,1
Blockly Games,Algorithm,1
Blockly Games,Generalization,1
Blockly Games,Programming,1
Blockly Games,Emotional,1
Blockly Games,Self-perceived,1
Blockly Games,Structural Equation Model - SEM,1
Blockly Games,Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,1
Blockly Games,Computerized Adaptive Programming Concepts Test - CAPCT,1
Blockly Games,University – College,1
Blockly Games,LightbotJr,1
LightbotJr,Algorithm,1
LightbotJr,Generalization,1
LightbotJr,Programming,1
LightbotJr,Emotional,1
LightbotJr,Self-perceived,1
LightbotJr,Structural Equation Model - SEM,1
LightbotJr,Computational Thinking Assessment for Chinese Elementary Students - CTA-CES,1
LightbotJr,Computerized Adaptive Programming Concepts Test - CAPCT,1
LightbotJr,University – College,1
LightbotJr,Blockly Games,1
Critical thinking,Conditionals,1
Critical thinking,Events,1
Critical thinking,Persistence,1
Critical thinking,Exploratory Factor Analysis - EFA,1
Critical thinking,Instrument of computational identity,1
Critical thinking,No experimental,1
Critical thinking,Experimental,1
Critical thinking,Upper elementary education - Upper elementary school,1
Critical thinking,Mobile application,1
Critical thinking,Gamification,1
Critical thinking,ScratchJr,1
Critical thinking,Mimo,1
Events,Critical thinking,1
Events,Conditionals,1
Events,Persistence,1
Events,Exploratory Factor Analysis - EFA,1
Events,Instrument of computational identity,1
Events,No experimental,1
Events,Experimental,1
Events,Upper elementary education - Upper elementary school,1
Events,Mobile application,1
Events,Gamification,1
Events,ScratchJr,1
Events,Mimo,1
Persistence,Critical thinking,1
Persistence,Conditionals,1
Persistence,Events,1
Persistence,Exploratory Factor Analysis - EFA,1
Persistence,Instrument of computational identity,1
Persistence,No experimental,1
Persistence,Experimental,1
Persistence,Upper elementary education - Upper elementary school,1
Persistence,Mobile application,1
Persistence,Gamification,1
Persistence,ScratchJr,1
Persistence,Mimo,1
Exploratory Factor Analysis - EFA,Critical thinking,1
Exploratory Factor Analysis - EFA,Conditionals,1
Exploratory Factor Analysis - EFA,Events,1
Exploratory Factor Analysis - EFA,Persistence,1
Exploratory Factor Analysis - EFA,Instrument of computational identity,1
Exploratory Factor Analysis - EFA,No experimental,1
Exploratory Factor Analysis - EFA,Experimental,1
Exploratory Factor Analysis - EFA,Upper elementary education - Upper elementary school,1
Exploratory Factor Analysis - EFA,Mobile application,1
Exploratory Factor Analysis - EFA,Gamification,1
Exploratory Factor Analysis - EFA,ScratchJr,1
Exploratory Factor Analysis - EFA,Mimo,1
Instrument of computational identity,Critical thinking,1
Instrument of computational identity,Conditionals,1
Instrument of computational identity,Events,1
Instrument of computational identity,Persistence,1
Instrument of computational identity,Exploratory Factor Analysis - EFA,1
Instrument of computational identity,No experimental,1
Instrument of computational identity,Experimental,1
Instrument of computational identity,Upper elementary education - Upper elementary school,1
Instrument of computational identity,Mobile application,1
Instrument of computational identity,Gamification,1
Instrument of computational identity,ScratchJr,1
Instrument of computational identity,Mimo,1
No experimental,Critical thinking,1
No experimental,Conditionals,1
No experimental,Events,1
No experimental,Persistence,1
No experimental,Exploratory Factor Analysis - EFA,1
No experimental,Instrument of computational identity,1
No experimental,Experimental,1
No experimental,Upper elementary education - Upper elementary school,1
No experimental,Mobile application,1
No experimental,Gamification,1
No experimental,ScratchJr,1
No experimental,Mimo,1
Mobile application,Critical thinking,1
Mobile application,Conditionals,1
Mobile application,Events,1
Mobile application,Persistence,1
Mobile application,Exploratory Factor Analysis - EFA,1
Mobile application,Instrument of computational identity,1
Mobile application,No experimental,1
Mobile application,Experimental,1
Mobile application,Upper elementary education - Upper elementary school,1
Mobile application,Gamification,1
Mobile application,ScratchJr,1
Mobile application,Mimo,1
Gamification,Critical thinking,1
Gamification,Conditionals,1
Gamification,Events,1
Gamification,Persistence,1
Gamification,Exploratory Factor Analysis - EFA,1
Gamification,Instrument of computational identity,1
Gamification,No experimental,1
Gamification,Experimental,1
Gamification,Upper elementary education - Upper elementary school,1
Gamification,Mobile application,1
Gamification,ScratchJr,1
Gamification,Mimo,1
ScratchJr,Critical thinking,1
ScratchJr,Conditionals,1
ScratchJr,Events,1
ScratchJr,Persistence,1
ScratchJr,Exploratory Factor Analysis - EFA,1
ScratchJr,Instrument of computational identity,1
ScratchJr,No experimental,1
ScratchJr,Experimental,1
ScratchJr,Upper elementary education - Upper elementary school,1
ScratchJr,Mobile application,1
ScratchJr,Gamification,1
ScratchJr,Mimo,1
Mimo,Critical thinking,1
Mimo,Conditionals,1
Mimo,Events,1
Mimo,Persistence,1
Mimo,Exploratory Factor Analysis - EFA,1
Mimo,Instrument of computational identity,1
Mimo,No experimental,1
Mimo,Experimental,1
Mimo,Upper elementary education - Upper elementary school,1
Mimo,Mobile application,1
Mimo,Gamification,1
Mimo,ScratchJr,1
Directions,Modular structure,1
Directions,Computational concepts,1
Directions,Quasi-experiments,1
Directions,Secondary school - Secondary education,1
Directions,STEM,1
Directions,Design-based learning,1
Directions,Universal design for learning,1
Directions,Arduino,1
Directions,Agent Sheets,1
Modular structure,Directions,1
Modular structure,Computational concepts,1
Modular structure,Quasi-experiments,1
Modular structure,Secondary school - Secondary education,1
Modular structure,STEM,1
Modular structure,Design-based learning,1
Modular structure,Universal design for learning,1
Modular structure,Arduino,1
Modular structure,Agent Sheets,1
Computational concepts,Directions,1
Computational concepts,Modular structure,1
Computational concepts,Quasi-experiments,1
Computational concepts,Secondary school - Secondary education,1
Computational concepts,STEM,1
Computational concepts,Design-based learning,1
Computational concepts,Universal design for learning,1
Computational concepts,Arduino,1
Computational concepts,Agent Sheets,1
Quasi-experiments,Directions,1
Quasi-experiments,Modular structure,1
Quasi-experiments,Computational concepts,1
Quasi-experiments,Secondary school - Secondary education,1
Quasi-experiments,STEM,1
Quasi-experiments,Design-based learning,1
Quasi-experiments,Universal design for learning,1
Quasi-experiments,Arduino,1
Quasi-experiments,Agent Sheets,1
Design-based learning,Directions,1
Design-based learning,Modular structure,1
Design-based learning,Computational concepts,1
Design-based learning,Quasi-experiments,1
Design-based learning,Secondary school - Secondary education,1
Design-based learning,STEM,1
Design-based learning,Universal design for learning,1
Design-based learning,Arduino,1
Design-based learning,Agent Sheets,1
Universal design for learning,Directions,1
Universal design for learning,Modular structure,1
Universal design for learning,Computational concepts,1
Universal design for learning,Quasi-experiments,1
Universal design for learning,Secondary school - Secondary education,1
Universal design for learning,STEM,1
Universal design for learning,Design-based learning,1
Universal design for learning,Arduino,1
Universal design for learning,Agent Sheets,1
Agent Sheets,Directions,1
Agent Sheets,Modular structure,1
Agent Sheets,Computational concepts,1
Agent Sheets,Quasi-experiments,1
Agent Sheets,Secondary school - Secondary education,1
Agent Sheets,STEM,1
Agent Sheets,Design-based learning,1
Agent Sheets,Universal design for learning,1
Agent Sheets,Arduino,1
Software/hardware,Coding,1
Software/hardware,Perceptions,1
Software/hardware,Computational thinking-skill tasks on numbers and arithmetic,1
Software/hardware,KBIT fluid intelligence subtest,1
Software/hardware,Mixed methods,1
Software/hardware,high school - higher education,1
Software/hardware,Hello Ruby,1
Software/hardware,CUBETTO,1
Perceptions,Coding,1
Perceptions,Software/hardware,1
Perceptions,Computational thinking-skill tasks on numbers and arithmetic,1
Perceptions,KBIT fluid intelligence subtest,1
Perceptions,Mixed methods,1
Perceptions,high school - higher education,1
Perceptions,Hello Ruby,1
Perceptions,CUBETTO,1
Computational thinking-skill tasks on numbers and arithmetic,Coding,1
Computational thinking-skill tasks on numbers and arithmetic,Software/hardware,1
Computational thinking-skill tasks on numbers and arithmetic,Perceptions,1
Computational thinking-skill tasks on numbers and arithmetic,KBIT fluid intelligence subtest,1
Computational thinking-skill tasks on numbers and arithmetic,Mixed methods,1
Computational thinking-skill tasks on numbers and arithmetic,high school - higher education,1
Computational thinking-skill tasks on numbers and arithmetic,Hello Ruby,1
Computational thinking-skill tasks on numbers and arithmetic,CUBETTO,1
KBIT fluid intelligence subtest,Coding,1
KBIT fluid intelligence subtest,Software/hardware,1
KBIT fluid intelligence subtest,Perceptions,1
KBIT fluid intelligence subtest,Computational thinking-skill tasks on numbers and arithmetic,1
KBIT fluid intelligence subtest,Mixed methods,1
KBIT fluid intelligence subtest,high school - higher education,1
KBIT fluid intelligence subtest,Hello Ruby,1
KBIT fluid intelligence subtest,CUBETTO,1
Hello Ruby,Coding,1
Hello Ruby,Software/hardware,1
Hello Ruby,Perceptions,1
Hello Ruby,Computational thinking-skill tasks on numbers and arithmetic,1
Hello Ruby,KBIT fluid intelligence subtest,1
Hello Ruby,Mixed methods,1
Hello Ruby,high school - higher education,1
Hello Ruby,CUBETTO,1
CUBETTO,Coding,1
CUBETTO,Software/hardware,1
CUBETTO,Perceptions,1
CUBETTO,Computational thinking-skill tasks on numbers and arithmetic,1
CUBETTO,KBIT fluid intelligence subtest,1
CUBETTO,Mixed methods,1
CUBETTO,high school - higher education,1
CUBETTO,Hello Ruby,1
