Término1,Término2,Co-ocurrencias
Generalization,Algorithm,6
Generalization,Robotics,2
Generalization,Logical thinking,1
Generalization,Variables,1
Generalization,Reliability,1
Generalization,Validity,1
Generalization,Engagement,1
Generalization,Project-based learning,1
Generalization,Game-based learning,1
Generalization,Creativity,2
Generalization,Directions,1
Generalization,Experimental,1
Generalization,Logic,2
Generalization,Sequences,1
Technology-enhanced learning,Problem solving,1
Plugged activities,Evaluation,1
Plugged activities,Robotics,1
Plugged activities,Arduino,1
Emotional,Engagement,2
Emotional,Self-efficacy,1
Emotional,STEM,2
Emotional,Creativity,3
Emotional,Problem solving,1
Emotional,Programming,3
Emotional,Collaboration,1
Emotional,Critical thinking,1
Emotional,Motivation,2
Emotional,Experimental,3
Emotional,Evaluation,1
Emotional,Robotics,1
Emotional,Algorithm,2
Emotional,Variables,1
Directions,Creativity,3
Directions,Engagement,1
Directions,Computational Thinking Test,1
Directions,Programming,3
Directions,Scratch,1
Directions,Problem solving,2
Directions,Collaboration,1
Directions,Robotics,1
Directions,Generalization,1
Directions,Experimental,1
Persistence,Reliability,1
Persistence,Validity,1
Events,Variables,1
Events,Evaluation,1
Events,Logical thinking,1
Events,Problem solving,1
Events,Motivation,1
Events,Perceptions,1
Events,STEM,1
Events,Abstraction,1
Events,Arduino,1
Minecraft,Algorithmic thinking,1
Minecraft,Collaboration,1
Minecraft,Creativity,1
Minecraft,Critical thinking,1
Minecraft,Problem solving,1
Minecraft,Programming,1
Mobile application,Robotics,1
Mobile application,Collaboration,1
Mobile application,Engagement,1
Mobile application,Abstraction,1
Mobile application,Algorithm,1
Mobile application,Algorithmic thinking,1
Self-efficacy scale,Programming,1
Self-efficacy scale,Engagement,1
Self-efficacy scale,Self-efficacy,1
Self-efficacy scale,Experimental,1
Personalized learning,Creativity,1
Personalized learning,Critical thinking,1
Personalized learning,Programming,1
Personalized learning,Scratch,1
Modularity,Programming,1
Modularity,Experimental,1
ScratchJr,Coding,1
ScratchJr,Programming,1
Codecombat,Programming,1
Codecombat,Motivation,1
Codecombat,Computational Thinking Test,1
Codecombat,Game-based learning,1
